SKU,Handle,Name,Description,Vendor,Type,Tags,Stock,Sale price,Regular price,Images,Attribute 1 name,Attribute 1 value(s),Attribute 2 name,Attribute 2 value(s)
stamp1042,2021 US A Visit from St. Nick Booklet,2021 US A Visit from St. Nick Booklet,"<p>Every Christmas, children all around the world dream of a visit from St. Nick. The U.S. Postal Service celebrates that highly anticipated event with four new stamps.</p><p>The stamps tell the story of St. Nick’s visit on Christmas Eve. Illustrator Brad Woodard created his images by first sketching then digitizing them. There are four stamps that tell the story of Santa’s visit on Christmas Eve. The first stamp has Santa about to climb into a rooftop chimney, with the second showing his feet dangling over the fireplace hearth as he descends. A winking Santa graces the third stamp, while the fourth shows Santa and some of his reindeer as they travel on to their next stop.</p><p>St. Nick—Santa Claus—is one of our most recognized and beloved cultural icons, his jolly laugh and smiling eyes a happy reminder that the holidays are near. European immigrants brought to their new country folk characters that over the years became our present-day Santa Claus. One of those characters was Sinterklaas, who delivered presents on the eve of the feast day of St. Nicholas of Myra, a third-century bishop. In an 1809 satire, American author Washington Irving described a dream in which St. Nick traveled in a flying wagon. A few years later, in 1821, the illustrations accompanying the poem “The Children’s Friend” further embellished the legend with “Santeclaus” arriving in a sleigh drawn by a reindeer.</p><p>In 1823, the anonymous publication of the poem “A Visit from St. Nicholas,” perhaps better known as “The Night before Christmas,” helped to shape much of our modern mythology of the holiday. St. Nicholas’s sleigh is pulled by eight flying reindeer, each of them carefully called by name. Dressed in fur, with twinkling eyes, rosy cheeks, and dimples, St. Nick visits each home to fill children’s stockings with presents. He is described as a merry, plump elf—very different from the original rather somber bishop.</p><p>Twentieth-century artists based their illustrations of Santa Claus on some of Nast’s images, as well as on the description in the poem “The Night Before Christmas.” Their portrayals of a rosy-cheeked, smiling, grandfatherly man in his red, fur-trimmed suit seemed to embody the very essence of “Santa.” A visit from St. Nick brings joy to the kid in all of us.</p><p>Art director Greg Breeding designed the stamps with original art by Brad Woodard.</p><p>The <b><i>A Visit from St. Nick</i></b> stamps are being issued as Forever® stamps. These Forever stamps are always equal in value to the current First-Class Mail® one-ounce price.</p><p>Made in the USA</p><h2>Shipping Info</h2><p>The Cheap Stamp Shop® ships all in-stock orders with USPS Tracking® service. Please allow 4-7 business days for in-stock items to be shipped with Default Shipping or 1-2 business days for in-stock orders to be shipped with Priority Mail Express® service.</p><p>Cheap Stamp Shop® products are all new, and products are rigorously inspected before being shipped. If there is any damage during the shipping process, please contact us promptly for replacement.</p>",cheapstampshop,Stamps,"2021, All Stamps, Booklet, Christmas Stamps, Format Stamps, Holiday Stamps",176,27.5,,"https://usforeverstampshop.com/wp-content/uploads/2022/09/683404-T0.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/683404-Z0.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/683404-Z1-1.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/683404-Z2-1.jpg",Specification,"5 sheets of 100 stamps, 10 sheets of 200 stamps, 25 sheets of 500 stamps",,
stamp1043,2020 US Our Lady of Guápulo Booklet,2020 US Our Lady of Guápulo Booklet,"<p>The U.S. Postal Service will dedicate a Christmas stamp featuring a detail of “Our Lady of Guápulo,” an 18th-century oil painting.</p><p>Stamps Background:</p><p>The 2020 traditional Christmas stamp depicts details of the painting of Our Lady of Guapulo on display at the Metropolitan Museum of Art in New York. It goes on sale at U.S. post offices nationwide Oct. 20.</p><p>CLEVELAND (CNS) — A new postage stamp for Christmas shows detail from an 18th-century Peruvian painting of Our Lady of Guapulo.</p><p>The ornate image of Mary holding the infant Jesus by an unknown artist in Cuzco, Peru, is from the collection of the Metropolitan Museum of Art in New York.</p><p>The U.S. Postal Service will release the stamp at post offices nationwide Oct. 20.</p><p>“Enrobed in a pyramidal gown speckled with jewels and holding a scepter woven with roses and leaves, a crowned Virgin Mary looks down at a similarly adorned Christ Child in her left arm, A red rosary ropes across the center of her dress and down to her right.” the USPS wrote in its description of the stamp.</p><p>The image is framed in a gray metallic border. The word “Christmas” appears in black lettering across the top.</p><p>The museum’s description of the painting said the “richly dressed and adorned sculpture depicted in this work originated as a copy of the Spanish Virgin of Guadalupe, commissioned in 1584 by a confraternity of merchants in Quito (Ecuador).”</p><p>Guapulo is a parish of Quito, nearly 2,000 miles away from Cuzco. It also is home to the Our Lady of Guapulo Franciscan Sanctuary built in the second half of the 17th century.</p><p>The painting is named for the sanctuary “where the miracle-working image was venerated,” the museum said, adding that “it was invoked by devotees who sought the Virgin Mary’s aid and protection.”</p><p>“During last quarter of the 17th century, a painted copy of the sculpture was carried throughout the Andes on a mission to gather alms for the construction of a new sanctuary, resulting in a demand for locally produced copies like this one by a Cuzco painter,” the museum’s description said.</p><p>The painting from which the stamp image was cropped shows the full length of Mary, who is holding a rose, an emblem of her deep love of God, according to Catholic tradition. It includes the framed faces of six cherubs looking out from the bottom of the artwork.</p><p>The stamp will be sold in a double-sided pane of 20.</p><p>The USPS issues traditional Christmas stamps showing Mary and Jesus every two years.</p><p>The stamp is one of 17 that the USPS is releasing for the end-of-the-year holiday season. One issue shows 10 winter scenes while another depicts brightly colored secular Christmas icons inspired by folk art traditions by updated in bright colors.</p><p>Designs include a prancing reindeer with antlers, an ornament tied with a bow, a tree topped with a star and a stocking holding a teddy bear and a sprig of holly in red, green and white.</p><p>Other stamps mark Hanukkah, which begins the evening of Dec. 10, and Kwanzaa, which is observed Dec. 26-Jan.1.</p><p>Art director Greg Breeding designed the Our Lady of Guapulo Stamps.</p><p>Our Lady of Guapulo Stamps is being issued as a Forever stamp, which will always be equal in value to the current First-Class Mail 1-ounce price.</p><h2>Shipping Info</h2><p>The Cheap Stamp Shop® ships all in-stock orders with USPS Tracking® service. Please allow 7-12 business days for in-stock items to be shipped with Default Shipping or 1-2 business days for in-stock orders to be shipped with Priority Mail Express® service.</p><p>Cheap Stamp Shop® products are all new, and products are rigorously inspected before being shipped. If there is any damage during the shipping process, please contact us promptly for replacement.</p>",cheapstampshop,Stamps,"2020, All Stamps, Booklet, Christmas Stamps, Format Stamps, Holiday Stamps",167,27.5,,"https://usforeverstampshop.com/wp-content/uploads/2022/09/222.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/1111.jpg",Specification,"5 sheets of 100 stamps, 10 sheets of 200 stamps, 25 sheets of 500 stamps",,
stamp1044,2017 US Christmas Carols Booklet,2017 US Christmas Carols Booklet,"<p>The United States Postal Service will issue a four-stamp set celebrating popular Christmas carols on the opening day of the American Stamp Dealers Association’s Fall Postage Stamps Show in New York City.</p><p>The nondenominated (49¢) forever stamps each depict a scene and a phrase evoking one of four Christmas songs: Deck the Halls, Silent Night, Jingle Bells, and Jolly Old Saint Nicholas.</p><p>Familiar lines from each song highlight the individual stamps. Shades of blue in the stamp backgrounds are intended to evoke the evening scenes from the four carols. While not forming a unified design, the adjacent quadrants in each stamp appear to form a Christmas ball.</p><p>The self-adhesive stamps will be issued in a double-sided pane of 20, which the Postal Service describes as a booklet. A first-day ceremony has been scheduled for noon Oct. 5 at the New York Hilton Midtown, 1335 Avenue of the Americas (Sixth Avenue and W. 53rd Street).</p><p>The issue date is the first day of the ASDA Fall Postage Stamp Show, taking place at the hotel Oct. 5-7. Admission to the show and the Thursday first-day ceremony is free.</p><p>Among those participating in the ceremony will be USPS director of Stamp Services Mary-Anne Penner, USPS brand marketing executive director Christopher Karpenko, and American Philatelist editor Jay Bigalke, who is leaving the American Philatelic Society staff in October to begin work as Linn’s Stamp News editor-in-chief.</p><p>The four stamps in the new set feature original artwork by Steve McCracken, whose previous stamp projects include the 1993 Circus set of four 29¢ stamps, the 44¢ Snowboarder stamp for the 2010 Olympic Winter Games, and the 34¢ Community Colleges stamped envelope issued in 2001.</p><p>“The shades of blue in the backgrounds of the stamps evoke the evening scenes from the four carols,” the Postal Service said about the new set.</p><p>“The stamp art is designed so the stamps are as graphically pleasing in a group as they are individually. Familiar lyrics from each song highlight the individual stamps. The artist first sketched the artwork in pencil and then rendered it as a digital illustration.”</p><p>Howard E. Paine, who died in 2014, was art director for this issue.</p><p>The first Christmas carol featured on a U.S. stamp was The Twelve Days of Christmas, on a Christmas Carols Stamps for the 1971 season. The illustration by Jamie Wyeth shows a partridge in a pear tree, and the first line of the song.</p><p>The four songs immortalized on this new set include two with origins from other countries.</p><p>Deck the Halls is derived from a Welsh tune published in the late 18th century, according to the Postal Service. New lyrics were created and published in 1862 by Scottish poet and musician Thomas Oliphant (1799-1873).</p><p>The lyric printed on the new stamp is the song’s simple chorus, “fa la la la la, la la la la.”</p><p>The only song among these four to relate the Christian story of Christmas is Silent Night, created in 1818 when Austrian church organist Franz Xaver Gruber put music to a poem written a few years earlier by an Austrian priest, Joseph Mohr.</p><p>Mohr’s poem describing the Nativity was translated into English in 1859 by Episcopal priest John F. Young.</p><p>The Christmas Carols Stampsdepicts a sleeping lamb and the star of Bethlehem, a design that also reflects the lyrics printed on the stamp: “all is calm, all is bright.”</p><p>Forever stamps will always be equal in value to the current First-Class Mail one-ounce price.</p><h2>Shipping Info</h2><p>The Cheap Stamp Shop® ships all in-stock orders with USPS Tracking® service. Please allow 4-7 business days for in-stock items to be shipped with Default Shipping or 1-2 business days for in-stock orders to be shipped with Priority Mail Express® service.</p><p>Cheap Stamp Shop® products are all new, and products are rigorously inspected before being shipped. If there is any damage during the shipping process, please contact us promptly for replacement.</p>",cheapstampshop,Stamps,"2017, All Stamps, Booklet, Christmas Stamps, Format Stamps, Landscapes Stamps",168,27.5,,"https://usforeverstampshop.com/wp-content/uploads/2022/09/25-2017圣诞鹿.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/25-2017圣诞鹿-1.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/Christmas-Carols-Stamps-2.jpg",Specification,"5 sheets of 100 stamps, 10 sheets of 200 stamps, 25 sheets of 500 stamps",,
stamp1045,2020 US Christmas Holiday Delights Booklet,2020 US Christmas Holiday Delights Booklet,"<p>WASHINGTON, DC — Celebrate the holiday season with Holiday Delights, a new stamp issued by the U.S. Postal Service. Inspired by folk art but with a modern graphic vibe, these charming designs will add a touch of whimsy to your holiday mailings.</p><p>Illustrator Kirsten Ulve used a traditional palette of red, green and white, and channeled her love of Christmas, vintage ornaments and Scandinavian folk art to create unique digital illustrations of four holiday icons: a prancing reindeer with antlers; an ornament tied with a bow and ready to hang; a tree topped with a star; and a stocking holding a teddy bear and a sprig of holly. “Forever” and “USA” appear along the stamp’s edge. Art director Antonio Alcalá was the stamp designer.</p><p>Holiday Delights will be available nationwide Sept 24. A virtual dedication ceremony will be posted on the Postal Service’s Facebook and Twitter pages.</p><p>“German immigrants brought the tradition of the indoor decorated tree to America. Early on, decorations included candles and homemade ornaments,” said Secretary of the Board of Governors Michael J. Elston, dedicating official for the Postal Service. “With these stamps, the Postal Service is capturing the vintage spirit of Christmas in hopes they will convey the joy of the season and bring to mind happy memories of Christmases past.”</p><p>Once the tradition of decorating trees caught on, in the 1890s, Woolworth’s five-and-dime stores began to import handblown ornaments. By the mid-20th century, Americans were buying hundreds of thousands of ornaments each Christmas.</p><p>The origin of hanging stockings is lost in myth, but according to legend, St. Nicholas heard of a widower who could not pay his daughters’ dowries. St. Nick dropped gold coins down the man’s chimney, and they landed in the girls’ stockings hung by the fireplace to dry.</p><p>Although there is no certainty about how reindeer originally came to be associated with the holiday, it could be that their natural habitat in northernmost Europe and North America fits perfectly with the story of Santa’s secret North Pole workshop.</p><p>The dedication location is connected with Christmas: Frankenmuth. It is the home of Bronner’s, the largest Christmas store in the world, and is a Bavarian-rooted town with lots of holiday-related activities.</p><p>News of the stamp is being shared with hashtags #HolidayDelightsStamp and #HolidayStamps.</p><p>Holiday Delights is being issued as a Forever stamp in booklets of 20. Forever stamps will always be equal in value to the current First-Class Mail 1-ounce price.</p><h2>Shipping Info</h2><p>The Cheap Stamp Shop® ships all in-stock orders with USPS Tracking® service. Please allow 4-7 business days for in-stock items to be shipped with Default Shipping or 1-2 business days for in-stock orders to be shipped with Priority Mail Express® service.</p><p>Cheap Stamp Shop® products are all new, and products are rigorously inspected before being shipped. If there is any damage during the shipping process, please contact us promptly for replacement.</p>",cheapstampshop,Stamps,"2020, All Stamps, Booklet, Christmas Stamps, Format Stamps, Holiday Stamps",143,27.5,,"https://usforeverstampshop.com/wp-content/uploads/2022/09/DeerStamp1-1000x1000w.png, https://usforeverstampshop.com/wp-content/uploads/2022/09/StockingStamp1-1000x1000w.png, https://usforeverstampshop.com/wp-content/uploads/2022/09/51RV7wau8KL.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/51tJjYgHElL.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/518UApuywXL.jpg",Specification,"5 sheets of 100 stamps, 10 sheets of 200 stamps, 25 sheets of 500 stamps",,
stamp1046,2015 US Summer Harvest Booklet,2015 US Summer Harvest Booklet,"<p>On July 11, 2015, in Sacramento, CA, the U.S. Postal Service® will issue the Summer Harvest stamps (Forever® First-Class Mail® priced at 49 cents) in four designs, in a pressure-sensitive adhesive (PSA) booklet of 20 stamps.</p><p>Every summer, some of America’s favorite foods are in season. The U.S. Postal Service celebrates a few of those favorites-corn, tomatoes, cantaloupes, and watermelons-with four new stamps. Vintage produce advertising, including 19th- and early 20th-century crate labels, seed packets, and catalogs, inspired these stamp designs.</p><p>Though not all produce was shipped in wooden crates, the stamp art is especially reminiscent of vintage crate labels. The four stylized labels are drawn in the same color palette of red, black, green, and yellow-orange. The produce names are in white lettering at the tops of the four stamps. The word “Forever” is enclosed in a banner centered along the bottom of the stamp; the letters “USA” are to the right of the banner.</p><p>After America’s railroads linked the East and West Coasts in the 1870s, growers in agricultural areas could ship their products to locations across the country. To distinguish their wares from other producers, growers commissioned special crate labels from printing houses that employed some of the day’s best graphic artists. The artists created designs that featured clever slogans and unusual styles, though the art did not necessarily relate to the produce inside. Illustrations might portray bathing beauties, historic events, landscapes, animals, or the grower’s family.</p><p>The Summer Harvest Forever stamps will be issued in booklets of 20. Working with an early concept developed by former art director Richard Sheaff, Antonio Alcalá art directed these stamps. Michael Doret was the designer and artist.</p><p>100 permanent stamps, 5 sets, each set of 20.<br />Features 4 different stamps (5 of each per booklet): watermelon, sweet corn, cantaloupes and tomatoes<br />Forever stamps will also be equal to the one-ounce first class rate<br />Self-stick stamps<br />Issue date: July 11, 2015</p><h2>Shipping Info</h2><p>The Cheap Stamp Shop® ships all in-stock orders with USPS Tracking® service. Please allow 4-7 business days for in-stock items to be shipped with Default Shipping or 1-2 business days for in-stock orders to be shipped with Priority Mail Express® service.</p><p>Cheap Stamp Shop® products are all new, and products are rigorously inspected before being shipped. If there is any damage during the shipping process, please contact us promptly for replacement.</p>",cheapstampshop,Stamps,"2015, All Stamps, Booklet, Format Stamps, Fruits Stamps",115,27.5,,"https://usforeverstampshop.com/wp-content/uploads/2022/09/62-2015夏季丰收.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/62-2015夏季丰收-1.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/Summer-Harvest-Stamps.jpg",Specification,"5 sheets of 100 stamps, 10 sheets of 200 stamps, 25 sheets of 500 stamps",,
stamp1047,2015 US Geometric Snowflakes Booklet,2015 US Geometric Snowflakes Booklet,"<p>NEW YORK — Post Offices across America are experiencing a blizzard of new Forever stamps today with the introduction of the Geometric Snowflakes Forever stamps.</p><p>The stamps were designed by Antonio Alcalá and Leslie Badani of Alexandria, VA.</p><p>“With these four commemorative Forever stamps we’re presenting today, we hope to capture the art and the science of the snowflake and preserve it forever,” said U.S. Postal Service Northeast Area Operations Vice President Richard Uluski in dedicating the stamps. “These bright, cheerful stamps bring a whimsical splash to holiday cards, thank-you notes, invitations, greeting cards and any mailing that calls for a touch of warmth during the coldest months of the year.”</p><p>The law of physics makes each snowflake unique and each of the four stamps depicts a different snowflake. When it snows, millions of ice crystals form unique patterns that are as stunning in their complexity as they are fleeting. Stamp designers were inspired by the different shapes. Each snowflake is drawn in one of four colors: purple, pink, green or blue. Applying light and dark shades of color enhanced the intricate geometry of each flake and added a feeling of playfulness to the stamp art.</p><p>Celebrate the joys of a winter snowfall with Geometric Snowflakes, four colorful new stamps from the U.S. Postal Service. Each of the four stamps depicts a different snowflake. When it snows, untold millions of ephemeral ice crystals form unique patterns that are as stunning in their complexity as they are fleeting. This infinite variety inspired the designers to experiment with different graphic shapes.</p><p>These bright, cheerful stamps are sure to add a whimsical splash to holiday cards, thank-you notes, invitations, greeting cards, and any mailing that calls for a touch of warmth during the coldest months of the year. This listing is for a booklet of 20 stamps. The manufacturer has discontinued the production of this item. It can be used for postage forever or saved as a collectible.</p><p>Book of 20 New USPS Forever Holiday Stamps.<br />Features four snowflake designs (5 of each).<br />Perfect for holiday mailings, business mail, gifts & more, Festive without a religious theme.<br />Forever stamps are always valid with USPS. Forever stamps are always be equal to the current First-Class Mail one-ounce price.<br />The manufacturer has discontinued the production of this item. It can be used for postage forever or saved as a collectible.</p><h2>Shipping Info</h2><p>The Cheap Stamp Shop® ships all in-stock orders with USPS Tracking® service. Please allow 4-7 business days for in-stock items to be shipped with Default Shipping or 1-2 business days for in-stock orders to be shipped with Priority Mail Express® service.</p><p>Cheap Stamp Shop® products are all new, and products are rigorously inspected before being shipped. If there is any damage during the shipping process, please contact us promptly for replacement.</p>",cheapstampshop,Stamps,"2015, All Stamps, Booklet, Flowers Stamps, Format Stamps, Science & Space Stamps",117,27.5,,"https://usforeverstampshop.com/wp-content/uploads/2022/09/22-2015雪花.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/22-2015雪花-1.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/Geometric-Snowflakes-Design-Stamps.jpg",Specification,"5 sheets of 100 stamps, 10 sheets of 200 stamps, 25 sheets of 500 stamps",,
stamp1048,2020 US Global Chrysanthemum Booklet,2020 US Global Chrysanthemum Booklet,"<p>Send greetings to friends and family overseas with a new Global Forever® stamp from the U.S. Postal Service.</p><p>This round stamp features a beautiful pink chrysanthemum. Shot from above, the photograph shows the intricate design of the flower’s bloom.</p><p>Known as the “Queen of the Fall Flowers,” mums (as they are popularly called) are one of America’s favorite garden, cut, and container plants. First mentioned in Chinese literature as early as the 15th century B.C., chrysanthemums are members of the vast Asteraceae family.</p><p>The wild variety in China was a small yellow flower used in herbal remedies. Today there are hundreds of chrysanthemum cultivars. Among the many different types of chrysanthemum blooms are cushion, daisy, decorative, pompom, and spider. Chrysanthemum flowers come in many colors, including lime green, bronze, rust, maroon, white, yellow, and purple.</p><p>The fall-blooming chrysanthemum symbolizes joy and optimism in the face of the oncoming winter months, and the flowers are popular worldwide. Highly revered in Japan since the eighth century, the chrysanthemum is used on the seal and crest of the country’s emperor. Japan’s National Chrysanthemum Day, also called the Festival of Happiness, celebrates the beloved plant’s importance to Japanese culture.</p><p>In parts of the world, the flower is brewed into tea that is believed to remedy various ailments. According to the popular practice of feng shui—the art of creating harmony and balance within a surrounding environment—mums are believed to bring good luck to the home. Among Australians, chrysanthemums are the flower of choice for sending on Mother’s Day, which falls in May, an autumn month in the Southern Hemisphere. In the U.S., mums are November’s birth flower, and they are the official flower of the city of Chicago. They are also the flower designated to celebrate a 13th wedding anniversary.</p><p>The art director was William J. Gicker. Greg Breeding designed the stamp with an existing photograph by Hong Vo.</p><p>This Global Forever stamp can be used to mail a one-ounce letter to any country to which First-Class Mail International® service is available. As with all Global Forever stamps, this stamp will have a postage value equivalent to the price of the single-piece First-Class Mail International first-ounce machineable letter in effect at the time of use. The <strong><i>Chrysanthemum Global</i></strong> Forever stamps are being issued in self-adhesive panes of 10.</p><p>Made in the USA.</p><h2>Shipping Info</h2><p>The Cheap Stamp Shop® ships all in-stock orders with USPS Tracking® service. Please allow 4-7 business days for in-stock items to be shipped with Default Shipping or 1-2 business days for in-stock orders to be shipped with Priority Mail Express® service.</p><p>Cheap Stamp Shop® products are all new, and products are rigorously inspected before being shipped. If there is any damage during the shipping process, please contact us promptly for replacement.</p>",cheapstampshop,Stamps,"2020, All Stamps, Flowers Stamps, Format Stamps, Sheet",140,27.5,,"https://usforeverstampshop.com/wp-content/uploads/2022/09/USA-5460-550x550h.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/2020-US-Global-Chrysanthemum-Forever-Stamps.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/572604-Z2.jpg",Specification,"100 pieces, 200 pieces, 500 pieces",,
stamp1049,2021 U.S. Espresso Drinks Booklet,2021 U.S. Espresso Drinks Booklet,"<p>WASHINGTON, DC — The U.S. Postal Service celebrates America’s love of coffee today with the issuance of four new stamps. Whether milky, dark as night, sweetened, flavored or highly concentrated, many coffee drinks have one thing in common — they begin with espresso.</p><p>This booklet of 20 espresso drinks stamps features four unique designs illustrating popular espresso drinks — espresso, cappuccino, caffe latte and caffe mocha. It may be purchased at https://www.foreverstampstore.com/product/espresso-drinks-stamps/.</p><p>Capturing the inviting atmosphere of an early 20th-century café, artist Terry Allen created each digital illustration with the style of 1920s and 1930s advertising posters in mind.</p><p>The names of the espresso drinks appear in art deco-inspired lettering above or below each enticing cup.</p><p>Art director Greg Breeding designed the espresso drinks stamps with original artwork by Allen.</p><p>Espresso drinking in the United States is at an all-time high. With the growing popularity of artisanal coffee shops, extensive research on the roasting and brewing process, and continued innovation in machinery to make the perfect cup, specialty coffee is better than it has ever been.</p><p>When it comes to espresso, most Americans rely on a barista working at a coffeehouse to carefully craft their specialty drink, but at-home espresso machines are also growing in popularity. Whether a routine part of getting going in the morning or a reason to gather socially at a local café, drinking beverages made with espresso has become increasingly trendy.</p><p>Each espresso drinks stamp will always be equal to the current one-ounce domestic mail price.</p><h2>Shipping Info</h2><p>The Cheap Stamp Shop® ships all in-stock orders with USPS Tracking® service. Please allow 4-7 business days for in-stock items to be shipped with Default Shipping or 1-2 business days for in-stock orders to be shipped with Priority Mail Express® service.</p><p>Cheap Stamp Shop® products are all new, and products are rigorously inspected before being shipped. If there is any damage during the shipping process, please contact us promptly for replacement.</p>",cheapstampshop,Stamps,"2021, All Stamps, Any Occasion Stamps, Booklet, Format Stamps, Wedding",176,27.5,,"https://usforeverstampshop.com/wp-content/uploads/2022/09/222-1.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/9-1000x1000-3.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/8-1000x1000-4.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/5-1000x1000-3.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/2-1000x1000-4.jpg",Specification,"5 booklets of 100 pieces, 10 booklets of 200 pieces, 25 booklets of 500 pieces",,
stamp1050,2021 US Day of the Dead Sheet,2021 US Day of the Dead Sheet,"<p>With the release of these four new stamps, the Post Service celebrates Day of the Dead, an increasingly popular holiday in the United States.</p><p>Each of the pane’s five identical rows includes four colorful stamps featuring several iconic elements of a traditional Day of the Dead ofrenda, or offering. Stylized, decorated “sugar skulls” are personalized as four family members, one per stamp: a child with a hair bow, a father sporting a hat and mustache, a mother with curled hair, and another child. The lit candles flanking each sugar skull are beacons to guide deceased loved ones on their annual return journey to the land of the living. Dotting each stamp and adorning their shared vertical borders are marigolds (cempazuchitles), the most popular Day of the Dead flower. The vibrant colors of the flowers and other embellishments, along with the white of the sugar skulls, stand out brightly from the stamps’ black background.</p><p>With roots in pre-Columbian Latin America, Dia de los Muertos resulted from the meeting of Indigenous traditions and practices introduced by the Catholic missionaries who arrived with the Spanish colonizers in the late 1500s. The modern version of the holiday rose out of the activism of the 1970s, when Chicano artists in California saw it as a way to build pride in Mexican culture.</p><p>Today hundreds of thousands of Americans from all walks of life flock to celebrations hosted each November by museums, galleries, and community centers. They are drawn by the exuberant processions, skeleton costumes and face painting, music, dancing, special food, and arts-and-crafts workshops, and by the ofrendas honoring not only departed family members but also heroes and celebrities.</p><p>It is no wonder that Day of the Dead, with all its exuberant color, life-affirming joy, and appeal for the whole family, is fast becoming a popular American holiday.</p><p>Luis Fitch designed and illustrated the stamps. Antonio Alcalá was the art director.</p><p>The <em>Day of the Dead</em> stamps are being issued as Forever® stamps. These Forever stamps will always be equal in value to the current First-Class Mail® one-ounce rate.</p><p>Made in the USA</p><h2>Shipping Info</h2><p>The Cheap Stamp Shop® ships all in-stock orders with USPS Tracking® service. Please allow 4-7 business days for in-stock items to be shipped with Default Shipping or 1-2 business days for in-stock orders to be shipped with Priority Mail Express® service.</p><p>Cheap Stamp Shop® products are all new, and products are rigorously inspected before being shipped. If there is any damage during the shipping process, please contact us promptly for replacement.</p>",cheapstampshop,Stamps,"2021, All Stamps, Any Occasion Stamps, Format Stamps, Sheet",200,27.5,,"https://usforeverstampshop.com/wp-content/uploads/2022/09/48-2021骷髅头.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/481404-Z0.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/481404-Z1.jpg, https://usforeverstampshop.com/wp-content/uploads/2022/09/481404-Z2.jpg",Specification,"5 sheets of 100 pieces, 10 sheets of 200 pieces, 25 sheets of 500 pieces",,
stamp1051,2017 USA Global Succulents Sheet,2017 USA Global Succulents Sheet,"<p>The newest issue in the series of round global forever stamps from the United States Postal Service features a green succulent plant known as the echeveria.</p><p>The global forever stamps can be used to mail a 1-ounce letter to any country where first-class international mail service is available, regardless of future rate changes.</p><p>The central stamps design is described as an existing photograph by Erika Kirkpatrick of the echeveria, a succulent native to the Americas often kept as an ornamental plant in the United States.</p><p>The stamp was designed by Greg Breeding, and William J. Gicker was art director for the project.</p><p>The Green Succulent stamps are the sixth in an ongoing series of round global forever stamps. The first, showing a view of Earth from space, was issued Jan. 28, 2013.</p><p>The round shape of these stamps, along with the inscription “Global,” was initially intended to distinguish it as postage for international letter mail rather than domestic letter mail.</p><h3>Stamps Pattern Background</h3><p>Succulents in general are drought-resistant plants and therefore native to arid regions. The plants store water in fleshy leaves or stems that sustain the plant for extended periods.</p><p>Popular succulents in U.S. households include the jade plant and the aloe. Most varieties of cacti are also considered succulents.</p><p>The echeveria genus of succulent plants includes a wide range of flowering varieties produced in numerous shapes, colors, and sizes.</p><p>Resources commonly identify the plant as native to Mexico, Central America, and northern reaches of South America. Varieties for household decor and ornamental landscaping are sold in the United States.</p><p>Examples as small as 3 inches in diameter are found, while others sprawl to become 2 feet wide or more.</p><p>Technical details for the Green Succulent global forever stamp were not immediately available from the Postal Service.</p><p>The Green Succulent Stamps are used for letters, mailing envelopes or collecting but for collectibles, birthday, teachers, occasions, weddings, parties, showers, celebrations and more.</p><h2>Shipping Info</h2><p>The Cheap Stamp Shop® ships all in-stock orders with USPS Tracking® service. Please allow 4-7 business days for in-stock items to be shipped with Default Shipping or 1-2 business days for in-stock orders to be shipped with Priority Mail Express® service.</p><p>Cheap Stamp Shop® products are all new, and products are rigorously inspected before being shipped. If there is any damage during the shipping process, please contact us promptly for replacement.</p>",cheapstampshop,Stamps,"2017, All Stamps, Format Stamps, Sheet",163,27.5,,https://usforeverstampshop.com/wp-content/uploads/2022/09/绿.jpg,Specification,"10 sheets of 100 pieces, 20 sheets of 200 pieces, 50 sheets of 500 pieces",,
